Sr.No	PIC	Name of Dam	Latitude	Longitude	Year of Completion	River Basin	River	Neareast City	Seismic Zone	Dam Type	Height above Lowest Foundation Level	Dam Length	Volume Content of Dam	Gross Storage Capacity	Reservoir Area	Effective Storage Capacity	Purpose	Designed Spillway Capacity
2106	MH09MH2145	Januna Sonwal	20.22083333	77.25166667	2009	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	23.12	599	336250	3258000	546800	2990000	I	282.49
2313	MH09LH2352	Wanadgaon	19.7875	75.99555556		Godavari	Local Nalla	Jalna	IV	Earthfill_Embankment	11.90	1710		3450000		2990000		
255	MH09MH0257	SHIRAWALI	17.75277778	73.42944444	1971	West Flowing Rivers from Tapi to Tadri	Local Nala	Khed	IV	Earthfill_Embankment	16.75	320	54000	3365000	370000	2978000	I	418.41
1024	MH09MH1036	JAMBHURDE	19.16138889	73.49583333	1984	West Flowing Rivers from Tapi to Tadri	Local Nala	Murbad	III	Earthfill_Embankment	24.99	400	322000	3064000	390000	2976000	I	207.00
1222	MH09MH1235	HADASHI 1	18.60222222	73.52166667	1990	Krishna	Walki	Mulshi	III	Earthfill_Embankment	21.83	720	288000	3050000	420000	2970000	I	181.00
1483	MH09MH1497	NANDARI	16.78722222	73.94833333	1999	Krishna	Local Nalla	Shahuwadi	III	Earthfill_Embankment	26.4	443	364000	3209000	274700	2970000	I	99.50
1136	MH09MH1148	SRIGAON	18.65361111	73.00388889	1987	West Flowing Rivers from Tapi to Tadri	Local Nala	Alibag	IV	Earthfill_Embankment	23.41	831	413000	3003000	386000	2953000	I	68.22
712	MH09MH0720	SHIRVALWADI	17.59444444	76.32583333	1978	Krishna	Local Nalla	Akkalkot	II	Earthfill_Embankment	16.1	600	295000000	3261030	283400	2945000	I	461.56
1077	MH09LH1089	MATEGAON	20.03333333	75.1225	1985	Godavari	Local Nalla	Khuldabad	II	Earthfill_Embankment	13.1	2016	125000	3250000	1169000	2940000	I	521
543	MH09MH0549	AMBOLI	19.99611111	73.48416667	1976	Godavari	Kikvi	Trimbakeshwar	III	Earthfill_Embankment	17	697.00	106000	3664000	800000	2930000	I	106.45
633	MH09MH0640	MOZARI	19.87972222	77.33166667	1977	Tapi	Local Nalla	Barshi Takali	II	Earthfill_Embankment	17	620	208000	3250000	800000	2930000	I	569.00
1982	MH09MH2021	Pimprane	21.73444444	74.48138889		Tapi	Local Nalla	Nawapur	III	Earthfill_Embankment	22.32	637	630000	3570000	701200	2920000		248.77
355	MH09LH0357	WADALI	19.62055556	76.62416667	1973	Godavari	Local Nalla	Jintur	II	Earthfill_Embankment	11.23	1005	160000	3075000	846000	2915000	I	297
909	MH09LH0919	KARANDALA	20.84583333	79.41527778	1982	Godavari	Local Nalla	Kuhi	II	Earthfill_Embankment	14.6	590	65000	3065000	101000	2913000	I	215.00
16	MH09LH0016	SHANIMANDAL	21.26194444	74.3375	1885	Tapi	Shanimandal	Nandurbar	III	Earthfill_Embankment	10.5	1270	189000	3307000	121400	2902000	I	212
975	MH09LH0987	NEWALI	18.3575	76.29583333	1983	Godavari	Local Nalla	Latur	III	Earthfill_Embankment	10.8	124.00	106000	3140000	90000	2900000	I	410.00
377	MH09MH0379	DAHIKUTE	20.62638889	74.94138889	1973	Tapi	Local Nalla	Malegaon	III	Earthfill_Embankment	15	409	145000	3570000	889000	2890000	I	896.00
484	MH09LH0490	BHADBHADYA	21.31666667	79.96666667	1975	Godavari	Local Nalla	Tirora	II	Earthfill_Embankment	13.14	386	0	3020000	11790	2890000	I	235.70
552	MH09LH0558	RENGEPAR KOTHA	21.13361111	79.81944444	1976	Godavari	Local Nalla	Sakoli	II	Earthfill_Embankment	10.18	1034	183000	3030000	9850	2885000	I	178.48
1309	MH09MH1322	SHENWAD	19.69722222	73.64138889	1994	Godavari	Local Nalla	Igatpuri	III	Earthfill_Embankment	17.9	920	449880	2906000	517400	2885000	I	68.19
150	MH09MH0150	BHUTAKARWADI	18.61722222	76.86138889	1967	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	16.5	1128	214000	3310000	890000	2873000	I	593
297	MH09MH0299	TITWI	19.90833333	76.54166667	1972	Godavari	Local Nalla	Lonar	II	Earthfill_Embankment	19.55	205	164000	3100000	643000	2870000	I	429.00
634	MH09MH0641	KHAMKHEDA	19.42472222	77.35944444	1977	Tapi	Local Nalla	Shirpur	III	Earthfill_Embankment	18.71	465	321000	3220000	722000	2870000	I	579.00
679	MH09MH0686	TRINGALWADI	19.73083333	73.55638889	1978	Godavari	Local Nalla	Igatpuri	III	Earthfill_Embankment	15.77	498	170740	3135000	656000	2860000	I	207
463	MH09LH0468	MAHURPADA	21.65222222	79.42416667	1975	Godavari	Local Nalla	Akkalakuwa	III	Earthfill_Embankment	12.24	931	84000	2920000	43700	2850000	I	106.00
1909	MH09MH1948	Mahupada	21.55583333	73.91027778	1989	Tapi	Local Nalla	Akklkuva	II	Earthfill_Embankment	16.47	16.47	21024	2920000	180000	2850000	I	126.95
1408	MH09LH1422	BHASBHORAN	20.15083333	79.70527778	1997	Godavari	Bhasbhoran	Mulshi	III	Earthfill_Embankment	10	1140	165870	3068000	1453000	2848000	I	196.50
46	MH09MH0046	SIR PIRAJIRAV TALAV	16.39166667	74.20888889	1923	Krishna	Local Nalla	Kagal	III	Other	21.95	1295	209000	2910000	115000	2832000	I	30
57	MH09LH0057	GHERADI	17.24166667	75.27138889	1943	Krishna	Local Nalla	Sangola	III	Earthfill_Embankment	13	500	15000	2916000	1012000	2832000	I	368
1392	MH09MH1406	KARVEL	19.56527778	72.84916667	1996	West Flowing Rivers from Tapi to Tadri	Local Nala	Palghar	III	Earthfill_Embankment	20.73	499	230000	3135000	680000	2825000	I	960
1090	MH09MH1102	BORIAMBDARI	20.40111111	73.33055556	1985	Tapi	Bori	Malegaon	III	Earthfill_Embankment	19.38	697	139000	3540000	846430	2820000	I	1378
2167	MH09LH2206	Pimprigawali	20.66222222	76.64027778	1994	Tapi	Lendi Nalla	Khamgaon	II	Earthfill_Embankment	13.25	825		3320000	114100	2820000	I	698
2280	MH09MH2319	Sonkheda	20.13416667	75.33388889		Godavari	Kai	Jafrabad.	IV	Earthfill_Embankment	21.29	1372		3610000		2817000		
819	MH09MH0828	JAGDARI	20.12527778	76.40694444	1980	Godavari	Local Nalla	Shindkhed Raja	II	Earthfill_Embankment	19.03	491	282000	3020000	516000	2815000	I	433.00
827	MH09LH0837	TIKONDI (I)	17.01638889	75.56194444	1980	Krishna	Local Nalla	Jath	III	Earthfill_Embankment	14.65	1077	165000	3240000	736600	2810000	I	695.00
1389	MH09MH1403	WAKI	19.75611111	73.58888889	2012	Godavari	Waki	Akole	III	Earthfill_Embankment	34.825	1081	618000	3190000	180000	2803000	I	618.00
2297	MH09MH2336	Hatadi	19.51194444	76.18083333		Godavari	Local Nalla	Partur.	IV	Earthfill_Embankment	16.55	3242		3390000		2801000		
380	MH09MH0382	BHUTWADA	18.7825	75.32777778	1973	Krishna	Wincharna	Jamkhed	III	Earthfill_Embankment	23.46	305.00	253000	3370000	258000	2800000	I	1087.00
1997	MH09MH2036	Bhutwada Link Talao	18.79583333	75.49694444		Krishna	Winchama Nalla	Jamkhed	II	Earthfill_Embankment	22.00	760	661000	3370000	332000	2800000		1087.48
2154	MH09MH2193	Zatamzari	21.54361111	78.2425	2015	Godavari	Local Nalla	Warud	III	Earthfill_Embankment	28.50	586		2850000	620000	2800000	I/S	83.20
322	MH09MH0324	LORE	16.38666667	73.78138889	1973	West Flowing Rivers from Tapi to Tadri	Local Nala	Kankauli	III	Earthfill_Embankment	15.18	810	80000	2836000	684000	2795000	I	79.82
346	MH09MH0348	KARANJI	20.15027778	78.61138889	1973	Godavari	Local Nalla	Pandharkawada	II	Earthfill_Embankment	15.6	512	342000	2940000	631000	2792000	I	220.00
2311	MH09LH2350	Hasturtandak	19.34861111	76.22111111		Godavari	Local Nalla	Partur.	IV	Earthfill_Embankment	12.30	1978		2791000		2791000		
413	MH09MH0416	ROHANA	20.275	77.47666667	1974	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	18.32	275	144000	2920000	53000	2790000	I	249.00
1653	MH09MH1667	KARAMBALI	16.19888889	74.29805556	2007	Krishna	Local Nala	Gadhingalaj	III	Earthfill_Embankment	27.44	549	605150	2900000	273400	2789650	I	90.72
1491	MH09LH1505	DHUMKA	20.01916667	77.17611111	1999	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	14.38	967	91000	3050000	91000	2788000	I	293.00
149	MH09MH0149	SANJUL	20.03638889	75.41666667	1967	Godavari	Sanjul	Aurangabad	II	Earthfill_Embankment	21	482	152000	3080000	636000	2780000	I	542
364	MH09MH0366	GIROLI	20.20416667	77.46388889	1973	Godavari	Goki	Manora	II	Earthfill_Embankment	17.9	495	342000	3100000	612000	2780000	I	417.00
567	MH09MH0573	MANDWA	21.52777778	76.92527778	1976	Tapi	Mandwa	Dharni	III	Earthfill_Embankment	15.9	304	60000	2940000	914200	2780000	I	290.00
705	MH09MH0712	KHANAPUR	18.95305556	76.33388889	1978	Godavari	Local Nalla	Wadwani	II	Earthfill_Embankment	20.4	1435	95000	2996000	1060000	2780000	I	385
500	MH09LH0506	NAGTHANA	21.39472222	79.62694444	1975	Godavari	Local Nalla	Mohari	II	Earthfill_Embankment	11.3	2359	138200	3110000	1562000	2777000	I	440.35
367	MH09LH0369	RAMPUR	17.64777778	76.06166667	1973	Krishna	Local Nala	S.solapur	III	Earthfill_Embankment	10.64	1646	467	3096000	1638400	2775000	I/S	119
1993	MH09LH2032	Devibhoyane	19.0125	74.29388889	2002	Krishna	Local Nalla	Parner	III	Earthfill_Embankment	13.80	1040	295000	2775000	992000	2775000	I	330
185	MH09MH0186	CHANDPUR	21.51805556	79.81111111	1969	Godavari	Chandpur	Parali	II	Earthfill_Embankment	23.89	426	80360	3012000	510000	2763000	I	412
1212	MH09MH1225	AGNAWATI	20.49083333	75.20027778	1989	Tapi	Anpavanti	Pachora	II	Earthfill_Embankment	16.04	3540	317000	3740000	1200000	2760000	I	951.00
1192	MH09MH1205	PASHANE	19.11111111	73.32361111	1989	West Flowing Rivers from Tapi to Tadri	Local Nala	Karjat	III	Earthfill_Embankment	24.16	372	226000	2987000	296200	2753000	I	72.40
2107	MH09MH2146	Jogaldari	20.25944444	77.39944444	2011	Godavari	Local Nalla	Mangrulpir	II	Earthfill_Embankment	17.23	1255	188910	3080000	7546000	2750000	I	171.19
2270	MH09MH2309	Wangaon Pohari	20.55833333	75.37638889		Tapi	Local Nalla	Soyegaon	IV	Earthfill_Embankment	29.30	5100		3065000		2744000		
1188	MH09MH1201	LODHARE	20.26666667	74.91861111	1988	Tapi	Local Nalla	Shahada	III	Earthfill_Embankment	20.48	870	274000	3050000	62000	2740000	I	832.00
1519	MH09HH1533	KONDOSHI	16.19722222	74.00972222	2000	Krishna	Local Nalla	Bhudargarh	III	Earthfill_Embankment	35.68	380	420050	2753000	227300	2737230	I	133.15
1912	MH09MH1951	Abhanpur	21.46	74.70388889	2004	Tapi	Local Nalla	Shirpur	III	Earthfill_Embankment	25.99	637000	378000	3663000	46657	2735000	I	635
1656	MH09HH1670	LOWER GHATGHAR	19.52805556	73.64666667	2007	West Flowing Rivers from Tapi to Tadri	Shahi Nalla	Shahapur	III	Other	86.14	449	537000	3210000	131000	2730000	H	192.38
1385	MH09MH1399	TERNI	16.26972222	74.35277778	1996	Krishna	Local Nalla	Gadhinglaj	III	Earthfill_Embankment	20.66	960	285000	3020000	802400	2725000	I	516.69
1022	MH09MH1034	MALGAON CHINCHPADA	20.61527778	73.94722222	1983	Tapi	Darchabud	Kalwan	III	Earthfill_Embankment	23.39	331	128000	2820000	461750	2720000	I	188.00
1204	MH09MH1217	TAKAVE	17.08083333	74.11138889	1989	Krishna	Local Nalla	Shirala	IV	Earthfill_Embankment	24.81	837.00	309000	2970000	407000	2720000	I	284.00
110	MH09LH0110	SAPATNE	18.01416667	75.24222222	1965	Krishna	Local Nalla	Madha.	III	Earthfill_Embankment	12	1292	107000	2839000	1145700	2718000	I	1062
1297	MH09MH1310	SINGANDOH	20.28194444	77.4375	1993	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	17	562	117000	3110000	119000	2714000	I	686.00
1369	MH09LH1383	KARLI	20.26944444	77.15194444	1995	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	14.4	516	53480	2890000	67000	2710000	I	94.00
1638	MH09MH1652	GUTTI	18.51416667	77.21638889	2005	Godavari	Local Nalla	Jalkot	II	Earthfill_Embankment	16.11	696	174400	3083000	773000	2710000	I	5530.00
2222	MH09LH2261	Madan Pickup Weir	20.85666667	78.56611111	2005	Godavari	Local Nalla	Arvi	II	Earthfill_Embankment	12.64	3645	247310	3720000	2809000	2700000	I	1036
2344	MH09LH2383	Deharang dam	19.03166667	73.2425	1958	West Flowing Rivers from Tapi to Tadri	Gadhi	Panvel	II	Earthfill_Embankment	14.75	335		3507000	27000	2700000	S	
2111	MH09MH2150	Satapalli	19.84777778	78.6425	2000	Godavari	Local Nalla	ZariJamni	II	Earthfill_Embankment	16.05	1270	172000	2858000	700930	2698000	I	185.97
719	MH09LH0727	WAFGAON	18.88472222	73.97527778	1978	Krishna	Vel	Khed	III	Earthfill_Embankment	14.25	426	13000	3114000	590000	2690000	I	688
955	MH09LH0967	SHELGAON (R)	17.90194444	75.83861111	1983	Krishna	local Nalla	Barshi	III	Earthfill_Embankment	11.45	1155	148000	3271510	10100000	2690000	I	230
978	MH09LH0990	LAMKHANE	19.13416667	77.68194444	1983	Godavari	Local Nalla	Bhokar	II	Earthfill_Embankment	11.58	1350.00	119000	2950000	980000	2690000	I	433.00
1105	MH09MH1117	ANJI	20.29305556	78.57083333	1986	Godavari	Local Nalla	Ralegaon	II	Earthfill_Embankment	20.37	385	230000	2810000	390000	2690000	I	290.00
1228	MH09LH1241	DHAMANGAON BADHE	20.21083333	76.50555556	1990	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	13.6	1080	137000	2960000	1051000	2690000	I	467.00
626	MH09MH0633	WAKWAD	21.11666667	74.77805556	1977	Tapi	Local Nalla	Shirpur	III	Earthfill_Embankment	28.64	315	267000	2910000	400000	2670000	I	417.1
1526	MH09HH1540	BHEGU	20.59694444	73.79305556	2000	Tapi	Bhegu	Kalwan	III	Earthfill_Embankment	34.54	500	418000	2764000	268900	2670000	I	340.32
173	MH09LH0174	PANGARI	19.68055556	76.43194444	1968	Godavari	Local Nalla	Partur.	II	Earthfill_Embankment	12.6	770.00	103000	2722000	800000	2663000	I	364
74	MH09MH0074	DARUJ	17.6725	74.41166667	1956	Krishna	Daruj Nalla	Khatav	III	Earthfill_Embankment	16.46	869.00	211000	2890000	882000	2660000	I	364
218	MH09MH0220	NIMKHED	20.01777778	76.61	1970	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	21.3	395	236000	3040000	404000	2660000	I	631
1321	MH09MH1335	DHAKANI	17.5875	74.67972222	1994	Krishna	Local Nalla	Man	III	Earthfill_Embankment	18.5	820	164340	3050000	668000	2660000	I	802.00
488	MH09LH0494	PORJAL	19.46055556	77.02777778	1975	Godavari	Local Nalla	Basmath	II	Earthfill_Embankment	12.35	1755	157950	2808000	1077000	2656000	I	272.00
575	MH09MH0581	KHAPERKHEDA	20.5	74.67	1976	Tapi	Kasari	Shahada	III	Earthfill_Embankment	18.3	495.00	770000	2710000	68830	2650000	I	424.00
868	MH09LH0878	KELI	19.54888889	76.90333333	1981	Godavari	Local Nalla	Jintur	II	Earthfill_Embankment	11.15	1545	143260	2859000	1343500	2650000	I	354.00
1221	MH09MH1234	SHIVDAV	16.23777778	73.78722222	1990	West Flowing Rivers from Tapi to Tadri	Local Nala	Kankavali	III	Earthfill_Embankment	24.8	264	326000	2687000	224060	2648000	I	113.31
1157	MH09MH1170	DEVARI	20.89861111	75.59111111	2002	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	15.6	1199	427600	3472000	760000	2642000	I	632.94
87	MH09MH0087	WANJARWADI	18.97527778	75.63583333	1961	Godavari	Wanjarwadi	Beed	III	Earthfill_Embankment	15.03	500	289000	2893000	920000	2641000	I	1867
511	MH09MH0517	JAMBHULANI (SANGALI)	17.38	74.73833333	1975	Krishna	Dabucha Nalla	Dabucha Nalla	III	Earthfill_Embankment	15.87	1285.00	114270	3040000	1140000	2640000	I	668.00
1063	MH09MH1075	MUGDHAN	21.11194444	73.75388889	1985	Tapi	Local Nalla	Navapur	III	Earthfill_Embankment	21.37	422	264000	2730000	60000	2640000	I	168.00
1202	MH09MH1215	ANTRI (BK)	17.03944444	74.0775	1989	Krishna	Local Nalla	Shirala	IV	Earthfill_Embankment	22.79	907	193000	2820000	570000	2640000	I	235.00
612	MH09LH0619	UMARDAI	20.18388889	77.18444444	1977	Godavari	Local Nalla	Yavatmal	II	Earthfill_Embankment	14.02	309	160000	2950000	199000	2635000	I	236.00
299	MH09MH0301	THANEPADA	21.03333333	74.8	1972	Tapi	Local Nalla	Nandurbar	III	Earthfill_Embankment	18.64	600	102900	2880000	208210	2620000	I	438
1718	MH09MH1739	MURDOLI	21.255	80.21222222		Godavari	Tatekasa	Deori	II	Earthfill_Embankment	14.21	926	169270	286000000	1354000	2620000	I	240.11
1876	MH09MH1915	Dindalkop	16.00555556	74.43944444	2014	Krishna	Local Nalla	Chandgad	III	Earthfill_Embankment	28.01	420	45450	2813000	330000	2620000	I	183.75
2287	MH09MH2326	Pimpri (Malegaon)	20.58638889	75.5475		Tapi	Local Nalla	Soyegaon	IV	Earthfill_Embankment	18.98	3466		2940000		2620000		
1085	MH09MH1097	SARWAPIMPRI	20.61111111	75.50111111	1985	Tapi	Local Nalla	Pachora	II	Earthfill_Embankment	15.81	1480	150000	2960000	960000	2610000	I	853.00
1182	MH09LH1195	KHIRDI	20.11111111	75.035	1988	Godavari	Local Nalla	Vaijapur	II	Earthfill_Embankment	12	1874	165000	2950000	1250000	2610000	I	592.00
865	MH09MH0875	PADALI	19.75472222	76.47861111	1981	Godavari	Local Nalla	Partur.	II	Earthfill_Embankment	15	1015.00	137000	2717000	440000	2605000	I	326.00
187	MH09LH0188	GONDEGAON	18.42	76.33888889	1969	Tapi	Local Nalla.	Latur	II	Earthfill_Embankment	13.27	2407	274000	2906000	1380000	2603000	I	491
423	MH09LH0426	SHEWGA	20.68472222	75.93555556	1974	Tapi	Wang	Jamner	II	Earthfill_Embankment	13.88	788	126190	2827000	1220000	2601000	I	357
817	MH09LH0826	WAGHI	20.09361111	76.87944444	1980	Godavari	Local Nalla	Risod	II	Earthfill_Embankment	14.9	762	153000	2800000	107000	2600000	I	359.00
162	MH09LH0163	DHANORA	19.23972222	77.62805556	1968	Godavari	Siddha river	Bhokar	II	Earthfill_Embankment	14.48	756.00	92000	2819000	720000	2593000	I	372
360	MH09MH0362	WAI	21.57611111	78.34611111	1973	Godavari	Bel	Warud	II	Earthfill_Embankment	16.23	1311	156000	2780000	840000	2590000	I/S	361.76
1979	MH09MH2018	Bardipada	21.07555556	74.21027778		Tapi	Local Nalla	Nawapur	III	Earthfill_Embankment	21.08	1365	440000	3060000	600000	2590000		478
234	MH09MH0236	DOKSHET	18.65916667	73.27388889	1971	West Flowing Rivers from Tapi to Tadri	Local Nala	Sundargarh	III	Earthfill_Embankment	18	504	102000	2634000	712000	2586000	I/S	74.35
741	MH09MH0749	GHOTWADE	18.68166667	73.31611111	1979	West Flowing Rivers from Tapi to Tadri	Local Nala	Sundargarh	III	Earthfill_Embankment	18.74	715	235000	2768000	570000	2584000	I	155.00
765	MH09MH0773	WARALA	20.01138889	77.26138889	1979	Godavari	Local Nalla	Washim	II	Earthfill_Embankment	17.1	510	138000	2750000	630000	2580000	I	331.00
715	MH09LH0723	AMBEGAON	19.32833333	76.55638889	1978	Godavari	Local Nalla	Manwat	II	Earthfill_Embankment	10.55	1923	226000	2867000		2577000	I	486.00
1811	MH09LH1850	Ambegaon (Manwat)	19.33	76.56055556	1978	Godavari	Local Nalla	Pathari	II	Earthfill_Embankment	10.55	1923	226000	2867000	840000	2577000	I	486
188	MH09LH0189	TUNGI	18.17111111	76.44277778	1969	Godavari	Local Nalla	Ausa	III	Earthfill_Embankment	12.72	982	115000	2774000	1230000	2575000	I	508
1956	MH09LH1995	Gogadi nalla	20.67583333	75.66416667	1997	Tapi	Gogadi	Jamner	II	Earthfill_Embankment	14.80	1530	29420	3437000	911100	2561000	I	888.45
825	MH09MH0835	VADGAON (SATARA)	18.09861111	73.94055556	1980	Krishna	Mandnalla	Khandala.	III	Earthfill_Embankment	21.7	526	138000	2980000	440000	2560000	I	638.00
1261	MH09MH1274	PENDHARI	21.36166667	79.09083333	1991	Godavari	Pendhari	Parsivni	II	Earthfill_Embankment	16	470	134000	2920000	554000	2560000	I	244.00
1923	MH09MH1962	Londhari	20.66527778	75.71305556	2007	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	14.32	1163	47440	2610000	80950	2560000	I	88.35
1003	MH09MH1015	KALAMBA	16.65777778	74.21222222	1983	Krishna	Katyani Nalla	Karvir	III	Earthfill_Embankment	16.26	1237.00	276000	2750000	631000	2545000	I/S	11.50
661	MH09MH0668	SHIPOSHI	16.93916667	73.6475	1978	West Flowing Rivers from Tapi to Tadri	Local Nala	Lanja	III	Earthfill_Embankment	24.08	432	248000	2605000	318000	2543000	I	91.08
1522	MH09HH1536	MEGHOLI	16.18694444	74.11666667	2000	Krishna	Local Nalla	Bhudargarh	III	Earthfill_Embankment	32.9	495	862570	2785000	282600	2543000	I	191
1467	MH09HH1481	RANIPUR	21.66861111	74.27944444	1998	Tapi	Local Nalla	Shahada	III	Earthfill_Embankment	40	267	348000	3490000	50000	2540000	I	809.00
2006	MH09MH2045	Ranipur (Taloda)	21.67138889	74.25777778	2001	Tapi	Tapi	Shahada	III	Earthfill_Embankment	28.31	267	348	3490000	50000	2540000	I	540
766	MH09MH0774	BABHULGAON	18.99027778	76.21833333	1979	Godavari	Jogwada	Majalgaon	II	Earthfill_Embankment	15.6	949.00	267000	2739000	680000	2539000	I	340.00
2314	MH09LH2353	Bamni	19.24555556	77.34944444		Godavari	Local Nalla	Partur.	IV	Earthfill_Embankment	11.70	1620		2915000		2535000		
1098	MH09MH1110	NIVE	17.03916667	73.54916667	1986	West Flowing Rivers from Tapi to Tadri	Local Nala	Sangneshwar	IV	Earthfill_Embankment	21.92	182	760000	2617000	417000	2530000	I	119.44
970	MH09LH0982	AMDORI	20.86111111	78.03861111	1983	Godavari	Local Nalla	Tivasa	II	Earthfill_Embankment	13.3	740	116000	2816000	321000	2529000	I	366.20
2234	MH09MH2273	Hagdul Gugdal	18.74083333	76.97888889	2006	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	15.50	755		2819000		2522000	I	882.42
19	MH09MH0019	BHATODI	19.06111111	74.90277778	1892	Krishna	Mehekari	Ahmadnagar	III	Other	15.24	706.00	290000	2900000	849000	2520000	I	760
63	MH09MH0063	PALASDEO	18.21361111	74.86777778	1953	Krishna	Local Nalla	Indapur	III	Earthfill_Embankment	15.55	518.00	267000	2690000	750000	2520000	I	383
442	MH09LH0446	HANAMGAON	17.59138889	76.03638889	1974	Krishna	Local Nala	Solapur	III	Earthfill_Embankment	11.1	1000	252000	2900000	12400000	2520000	I	917.46
676	MH09MH0683	MAHIRAWANI	19.96305556	73.66055556	1978	Godavari	Nasardi	Nashik	III	Earthfill_Embankment	25.53	443	252400	2650000	400000	2520000	I	196.00
1068	MH09MH1080	DARATI	19.60638889	78.11277778	1985	Godavari	Local Nalla	Umarkhed	II	Earthfill_Embankment	16.4	720	197000	2740000	605000	2520000	I	249.00
1407	MH09LH1421	UMARI	20.00722222	79.93472222	1997	Godavari	Umari	Sawali	II	Earthfill_Embankment	10.02	1222	105750	2690000	1365000	2520000	I	78.36
1748	MH09LH1776	BADUR	17.91777778	76.8025	1983	Godavari	Local Nalla	Nilanga	II	Earthfill_Embankment	12.65	1279	124000	2930000	1010000	2520000	I	627
1755	MH09LH1785	HADGAON	19.895	77.28333333	1966	Godavari	Local Nalla	Hingoli	II	Earthfill_Embankment	12.2	1024	74870	3008000	1440000	2510000	I	861.00
1985	MH09MH2024	Dhanpur	21.66833333	74.27944444		Tapi	Local Nalla	Taloda	III	Earthfill_Embankment	20.35	360	620000	3180000	717000	2510000		256.4
1955	MH09LH1994	Ghodasgaon	21.02388889	76.10305556	2007	Tapi	Gima	Pachora	II	Earthfill_Embankment	14.04	2250	557380	2976000	1194100	2507000	I	841.59
519	MH09MH0525	KHADAK MALEGAON	20.16805556	74.15833333	1975	Godavari	vainarha	Niphad	III	Earthfill_Embankment	16.38	1200	273000	3170000	705000	2500000	I	899.00
321	MH09MH0323	AMBEGHAR	18.74361111	73.13305556	1973	West Flowing Rivers from Tapi to Tadri	Local Nala	Pen	III	Earthfill_Embankment	25.25	248	179000	2543000	210000	2498000	I	47
518	MH09MH0524	KOTHURDE	18.1925	73.39583333	1975	West Flowing Rivers from Tapi to Tadri	Local Nala	Mahad	IV	Earthfill_Embankment	21.65	700	261380	2720000	780000	2493000	I	855.00
